0.000000000000000000e+00,2.900000000000000355e+00
0.000000000000000000e+00,5.300000000000000711e+00
0.000000000000000000e+00,4.890000000000000568e+01
0.000000000000000000e+00,9.380000000000001137e+01
0.000000000000000000e+00,1.008000000000000114e+02
0.000000000000000000e+00,1.395000000000000000e+02
0.000000000000000000e+00,1.840000000000000000e+02
0.000000000000000000e+00,2.287000000000000171e+02
0.000000000000000000e+00,2.739000000000000341e+02
0.000000000000000000e+00,3.187000000000000455e+02
0.000000000000000000e+00,3.247000000000000455e+02
0.000000000000000000e+00,3.642000000000000455e+02
0.000000000000000000e+00,4.089000000000000341e+02
0.000000000000000000e+00,4.537000000000000455e+02
0.000000000000000000e+00,4.989000000000000341e+02
0.000000000000000000e+00,5.438999999999999773e+02
0.000000000000000000e+00,5.888000000000000682e+02
0.000000000000000000e+00,6.337000000000000455e+02
0.000000000000000000e+00,6.789000000000000909e+02
0.000000000000000000e+00,7.238000000000000682e+02
0.000000000000000000e+00,7.687000000000000455e+02
0.000000000000000000e+00,8.138000000000000682e+02
0.000000000000000000e+00,8.242000000000000455e+02
0.000000000000000000e+00,8.594000000000000909e+02
0.000000000000000000e+00,9.041000000000000227e+02
0.000000000000000000e+00,9.488000000000000682e+02
0.000000000000000000e+00,9.939000000000000909e+02
1.000000000000000000e+00,2.800000000000000266e+00
1.000000000000000000e+00,4.700000000000000178e+00
1.000000000000000000e+00,9.200000000000001066e+00
1.000000000000000000e+00,4.990000000000000568e+01
1.000000000000000000e+00,5.600000000000000000e+01
1.000000000000000000e+00,9.500000000000000000e+01
1.000000000000000000e+00,1.395000000000000000e+02
1.000000000000000000e+00,1.433000000000000114e+02
1.000000000000000000e+00,1.849000000000000057e+02
1.000000000000000000e+00,1.919000000000000057e+02
1.000000000000000000e+00,2.301000000000000227e+02
1.000000000000000000e+00,2.745000000000000000e+02
1.000000000000000000e+00,2.783000000000000114e+02
1.000000000000000000e+00,3.199000000000000341e+02
1.000000000000000000e+00,3.285000000000000000e+02
