0.000000000000000000e+00 1.051000000000000085e+02
0.000000000000000000e+00 1.262000000000000028e+02
0.000000000000000000e+00 1.495999999999999943e+02
0.000000000000000000e+00 1.759000000000000057e+02
0.000000000000000000e+00 1.778000000000000114e+02
0.000000000000000000e+00 2.052000000000000171e+02
0.000000000000000000e+00 2.537000000000000171e+02
0.000000000000000000e+00 3.069000000000000341e+02
0.000000000000000000e+00 3.954000000000000341e+02
0.000000000000000000e+00 4.065000000000000000e+02
0.000000000000000000e+00 4.070000000000000000e+02
0.000000000000000000e+00 4.125000000000000000e+02
0.000000000000000000e+00 4.178000000000000114e+02
0.000000000000000000e+00 4.267000000000000455e+02
0.000000000000000000e+00 5.108000000000000114e+02
0.000000000000000000e+00 5.256000000000000227e+02
0.000000000000000000e+00 5.368999999999999773e+02
0.000000000000000000e+00 5.648999999999999773e+02
0.000000000000000000e+00 6.251000000000000227e+02
0.000000000000000000e+00 6.312000000000000455e+02
0.000000000000000000e+00 6.390000000000000000e+02
0.000000000000000000e+00 6.774000000000000909e+02
0.000000000000000000e+00 7.220000000000000000e+02
0.000000000000000000e+00 7.261000000000000227e+02
0.000000000000000000e+00 9.014000000000000909e+02
0.000000000000000000e+00 9.307000000000000455e+02
0.000000000000000000e+00 1.097000000000000000e+03
0.000000000000000000e+00 1.100799999999999955e+03
0.000000000000000000e+00 1.180000000000000000e+03
0.000000000000000000e+00 1.189200000000000045e+03
0.000000000000000000e+00 1.195100000000000136e+03
0.000000000000000000e+00 1.205100000000000136e+03
0.000000000000000000e+00 1.223900000000000091e+03
0.000000000000000000e+00 1.243200000000000045e+03
0.000000000000000000e+00 1.267700000000000045e+03
0.000000000000000000e+00 1.294100000000000136e+03
0.000000000000000000e+00 1.294400000000000091e+03
0.000000000000000000e+00 1.330000000000000000e+03
0.000000000000000000e+00 1.332200000000000045e+03
0.000000000000000000e+00 1.395400000000000091e+03
0.000000000000000000e+00 1.429300000000000182e+03
0.000000000000000000e+00 1.433800000000000182e+03
0.000000000000000000e+00 1.442400000000000091e+03
0.000000000000000000e+00 1.520000000000000000e+03
0.000000000000000000e+00 1.530500000000000000e+03
0.000000000000000000e+00 1.558900000000000091e+03
0.000000000000000000e+00 1.605700000000000045e+03
0.000000000000000000e+00 1.616400000000000091e+03
0.000000000000000000e+00 1.623600000000000136e+03
0.000000000000000000e+00 1.630000000000000000e+03
0.000000000000000000e+00 1.651300000000000182e+03
0.000000000000000000e+00 1.712100000000000136e+03
0.000000000000000000e+00 1.718600000000000136e+03
0.000000000000000000e+00 1.756300000000000182e+03
0.000000000000000000e+00 1.822100000000000136e+03
0.000000000000000000e+00 1.823100000000000136e+03
0.000000000000000000e+00 1.865900000000000091e+03
