0.000000000000000000e+00 5.590000000000000568e+01
0.000000000000000000e+00 8.030000000000001137e+01
0.000000000000000000e+00 1.084000000000000057e+02
0.000000000000000000e+00 1.265000000000000000e+02
0.000000000000000000e+00 1.716000000000000227e+02
0.000000000000000000e+00 1.859000000000000057e+02
0.000000000000000000e+00 1.969000000000000057e+02
0.000000000000000000e+00 2.846000000000000227e+02
0.000000000000000000e+00 3.077000000000000455e+02
0.000000000000000000e+00 3.699000000000000341e+02
0.000000000000000000e+00 5.242000000000000455e+02
0.000000000000000000e+00 6.087000000000000455e+02
0.000000000000000000e+00 6.225000000000000000e+02
0.000000000000000000e+00 7.176000000000000227e+02
0.000000000000000000e+00 7.541000000000000227e+02
0.000000000000000000e+00 7.601000000000000227e+02
0.000000000000000000e+00 7.814000000000000909e+02
0.000000000000000000e+00 8.939000000000000909e+02
0.000000000000000000e+00 9.212000000000000455e+02
0.000000000000000000e+00 9.253000000000000682e+02
0.000000000000000000e+00 9.269000000000000909e+02
0.000000000000000000e+00 9.433000000000000682e+02
0.000000000000000000e+00 1.022200000000000045e+03
0.000000000000000000e+00 1.048200000000000045e+03
0.000000000000000000e+00 1.052000000000000000e+03
0.000000000000000000e+00 1.063900000000000091e+03
0.000000000000000000e+00 1.108400000000000091e+03
0.000000000000000000e+00 1.116200000000000045e+03
0.000000000000000000e+00 1.124100000000000136e+03
0.000000000000000000e+00 1.151600000000000136e+03
0.000000000000000000e+00 1.183600000000000136e+03
0.000000000000000000e+00 1.207900000000000091e+03
0.000000000000000000e+00 1.209600000000000136e+03
0.000000000000000000e+00 1.310400000000000091e+03
0.000000000000000000e+00 1.316000000000000000e+03
0.000000000000000000e+00 1.345300000000000182e+03
0.000000000000000000e+00 1.364000000000000000e+03
0.000000000000000000e+00 1.369300000000000182e+03
0.000000000000000000e+00 1.427300000000000182e+03
0.000000000000000000e+00 1.449100000000000136e+03
0.000000000000000000e+00 1.486300000000000182e+03
0.000000000000000000e+00 1.530900000000000091e+03
0.000000000000000000e+00 1.539500000000000000e+03
0.000000000000000000e+00 1.616400000000000091e+03
0.000000000000000000e+00 1.666500000000000000e+03
0.000000000000000000e+00 1.681600000000000136e+03
0.000000000000000000e+00 1.696400000000000091e+03
0.000000000000000000e+00 1.740800000000000182e+03
0.000000000000000000e+00 1.750700000000000045e+03
0.000000000000000000e+00 1.804100000000000136e+03
0.000000000000000000e+00 1.885300000000000182e+03
0.000000000000000000e+00 1.955800000000000182e+03
0.000000000000000000e+00 1.969400000000000091e+03
0.000000000000000000e+00 2.023000000000000000e+03
0.000000000000000000e+00 2.048800000000000182e+03
0.000000000000000000e+00 2.098300000000000182e+03
0.000000000000000000e+00 2.121500000000000000e+03
0.000000000000000000e+00 2.181599999999999909e+03
0.000000000000000000e+00 2.211500000000000000e+03
0.000000000000000000e+00 2.267300000000000182e+03
0.000000000000000000e+00 2.310700000000000273e+03
0.000000000000000000e+00 2.352099999999999909e+03
1.000000000000000000e+00 4.120000000000000284e+01
1.000000000000000000e+00 1.082000000000000028e+02
1.000000000000000000e+00 1.414000000000000057e+02
1.000000000000000000e+00 1.731000000000000227e+02
1.000000000000000000e+00 2.420000000000000000e+02
1.000000000000000000e+00 2.636999999999999886e+02
1.000000000000000000e+00 2.689000000000000341e+02
1.000000000000000000e+00 2.728000000000000114e+02
1.000000000000000000e+00 3.295000000000000000e+02
1.000000000000000000e+00 3.339000000000000341e+02
1.000000000000000000e+00 3.502000000000000455e+02
1.000000000000000000e+00 4.143000000000000114e+02
1.000000000000000000e+00 4.550000000000000000e+02
1.000000000000000000e+00 4.687000000000000455e+02
1.000000000000000000e+00 4.808000000000000114e+02
1.000000000000000000e+00 5.021000000000000227e+02
1.000000000000000000e+00 5.183999999999999773e+02
1.000000000000000000e+00 5.463000000000000682e+02
1.000000000000000000e+00 5.491000000000000227e+02
1.000000000000000000e+00 6.266000000000000227e+02
1.000000000000000000e+00 6.289000000000000909e+02
1.000000000000000000e+00 6.431000000000000227e+02
1.000000000000000000e+00 6.559000000000000909e+02
1.000000000000000000e+00 7.577000000000000455e+02
1.000000000000000000e+00 7.593000000000000682e+02
1.000000000000000000e+00 7.977000000000000455e+02
1.000000000000000000e+00 8.573000000000000682e+02
1.000000000000000000e+00 8.704000000000000909e+02
1.000000000000000000e+00 9.539000000000000909e+02
1.000000000000000000e+00 1.007600000000000023e+03
1.000000000000000000e+00 1.027299999999999955e+03
1.000000000000000000e+00 1.036500000000000000e+03
1.000000000000000000e+00 1.044299999999999955e+03
1.000000000000000000e+00 1.044500000000000000e+03
1.000000000000000000e+00 1.051900000000000091e+03
1.000000000000000000e+00 1.067000000000000000e+03
1.000000000000000000e+00 1.068500000000000000e+03
1.000000000000000000e+00 1.085500000000000000e+03
1.000000000000000000e+00 1.088100000000000136e+03
1.000000000000000000e+00 1.094500000000000000e+03
1.000000000000000000e+00 1.172799999999999955e+03
1.000000000000000000e+00 1.187600000000000136e+03
