0.000000000000000000e+00,3.100000000000000089e+00
0.000000000000000000e+00,8.700000000000001066e+00
0.000000000000000000e+00,4.970000000000000284e+01
0.000000000000000000e+00,9.300000000000000000e+01
0.000000000000000000e+00,1.365999999999999943e+02
0.000000000000000000e+00,1.769000000000000057e+02
0.000000000000000000e+00,2.169000000000000057e+02
0.000000000000000000e+00,2.584000000000000341e+02
0.000000000000000000e+00,2.941999999999999886e+02
0.000000000000000000e+00,3.241000000000000227e+02
0.000000000000000000e+00,3.657000000000000455e+02
0.000000000000000000e+00,4.094000000000000341e+02
0.000000000000000000e+00,4.525000000000000000e+02
0.000000000000000000e+00,4.967000000000000455e+02
0.000000000000000000e+00,5.418000000000000682e+02
0.000000000000000000e+00,5.876000000000000227e+02
0.000000000000000000e+00,6.288000000000000682e+02
0.000000000000000000e+00,6.674000000000000909e+02
0.000000000000000000e+00,7.081000000000000227e+02
0.000000000000000000e+00,7.504000000000000909e+02
0.000000000000000000e+00,7.756000000000000227e+02
0.000000000000000000e+00,8.151000000000000227e+02
0.000000000000000000e+00,8.594000000000000909e+02
0.000000000000000000e+00,9.035000000000000000e+02
0.000000000000000000e+00,9.478000000000000682e+02
0.000000000000000000e+00,9.915000000000000000e+02
1.000000000000000000e+00,2.600000000000000089e+00
1.000000000000000000e+00,6.200000000000000178e+00
1.000000000000000000e+00,3.570000000000000284e+01
1.000000000000000000e+00,5.470000000000000284e+01
1.000000000000000000e+00,9.220000000000000284e+01
1.000000000000000000e+00,1.240000000000000000e+02
1.000000000000000000e+00,1.460000000000000000e+02
1.000000000000000000e+00,1.832000000000000171e+02
1.000000000000000000e+00,2.134000000000000057e+02
1.000000000000000000e+00,2.337000000000000171e+02
1.000000000000000000e+00,2.704000000000000341e+02
1.000000000000000000e+00,3.029000000000000341e+02
1.000000000000000000e+00,3.226000000000000227e+02
1.000000000000000000e+00,3.587000000000000455e+02
1.000000000000000000e+00,3.917000000000000455e+02
1.000000000000000000e+00,4.131000000000000227e+02
1.000000000000000000e+00,4.487000000000000455e+02
1.000000000000000000e+00,4.800000000000000000e+02
1.000000000000000000e+00,5.021000000000000227e+02
1.000000000000000000e+00,5.381000000000000227e+02
1.000000000000000000e+00,5.712000000000000455e+02
1.000000000000000000e+00,5.916000000000000227e+02
1.000000000000000000e+00,6.275000000000000000e+02
1.000000000000000000e+00,6.609000000000000909e+02
1.000000000000000000e+00,6.811000000000000227e+02
1.000000000000000000e+00,7.165000000000000000e+02
1.000000000000000000e+00,7.522000000000000455e+02
1.000000000000000000e+00,7.709000000000000909e+02
1.000000000000000000e+00,8.069000000000000909e+02
1.000000000000000000e+00,8.408000000000000682e+02
1.000000000000000000e+00,8.614000000000000909e+02
1.000000000000000000e+00,8.976000000000000227e+02
1.000000000000000000e+00,9.314000000000000909e+02
1.000000000000000000e+00,9.512000000000000455e+02
1.000000000000000000e+00,9.869000000000000909e+02
2.000000000000000000e+00,5.000000000000000000e+00
2.000000000000000000e+00,5.280000000000000426e+01
2.000000000000000000e+00,1.427000000000000171e+02
2.000000000000000000e+00,1.916000000000000227e+02
2.000000000000000000e+00,2.776000000000000227e+02
2.000000000000000000e+00,3.667000000000000455e+02
2.000000000000000000e+00,4.173000000000000114e+02
2.000000000000000000e+00,5.019000000000000341e+02
2.000000000000000000e+00,5.506000000000000227e+02
2.000000000000000000e+00,6.375000000000000000e+02
2.000000000000000000e+00,6.863000000000000682e+02
2.000000000000000000e+00,7.718000000000000682e+02
2.000000000000000000e+00,8.225000000000000000e+02
2.000000000000000000e+00,9.069000000000000909e+02
2.000000000000000000e+00,9.969000000000000909e+02
3.000000000000000000e+00,4.500000000000000000e+00
